,RMSE_mean,RMSE_std,BW_THRE,Precision,Recall,F1-Score
71,119.20984435109344,57.44930408727151,71,0.1523809523809524,0.04776119402985075,0.07272727272727272
72,120.84019101403977,52.04789340212378,72,0.1504424778761062,0.050746268656716415,0.07589285714285714
73,107.37180817641458,63.47821131760458,73,0.23478260869565218,0.08059701492537313,0.12
74,121.59881936179472,61.7358580962312,74,0.17857142857142858,0.05970149253731343,0.08948545861297538
75,117.07920106406488,59.08741470971416,75,0.16666666666666666,0.056716417910447764,0.08463251670378619
76,129.1104584795228,63.21123314905137,76,0.16806722689075632,0.05970149253731343,0.08810572687224669
77,132.33586576633007,55.68733784123981,77,0.13392857142857142,0.04477611940298507,0.06711409395973154
78,128.2866910087826,57.14343336295173,78,0.1308411214953271,0.041791044776119404,0.06334841628959276
79,132.51784275284518,52.281084093353016,79,0.1111111111111111,0.03582089552238806,0.05417607223476298
80,137.55985363028807,55.6735258191812,80,0.1346153846153846,0.041791044776119404,0.06378132118451024
81,133.82791476422742,60.51487979722223,81,0.13402061855670103,0.03880597014925373,0.06018518518518518
82,132.7487934467598,58.56365292983134,82,0.14,0.041791044776119404,0.06436781609195404
83,129.90395770385845,61.13548189325,83,0.18627450980392157,0.056716417910447764,0.08695652173913043
84,128.1243838132458,60.8260448841513,84,0.1485148514851485,0.04477611940298507,0.06880733944954127
85,120.6381235908555,64.27075421083417,85,0.1875,0.04477611940298507,0.07228915662650602
86,113.21085916758457,65.39302991297572,86,0.2463768115942029,0.050746268656716415,0.08415841584158415
87,115.77861997048576,60.49450083876034,87,0.21739130434782608,0.04477611940298507,0.07425742574257425
88,117.58670505768599,65.25401700108597,88,0.2,0.03880597014925373,0.06499999999999999
89,120.80754634018716,64.40377502135891,89,0.17391304347826086,0.03582089552238806,0.05940594059405941
90,128.13228843123056,57.18292581717214,90,0.0875,0.020895522388059702,0.033734939759036145
91,132.28998645739458,50.75182634616421,91,0.1,0.023880597014925373,0.038554216867469876
92,137.16807623071517,47.685612424865226,92,0.14444444444444443,0.03880597014925373,0.061176470588235284
93,139.26152963362594,50.24593264161926,93,0.1276595744680851,0.03582089552238806,0.055944055944055944
94,138.0446385453498,52.853246254223286,94,0.13953488372093023,0.03582089552238806,0.057007125890736345
95,135.80087078067896,57.69549049647801,95,0.07894736842105263,0.01791044776119403,0.029197080291970802
96,134.51661169383428,64.97821580162478,96,0.08064516129032258,0.014925373134328358,0.025188916876574305
97,132.87470577910506,63.66609928805637,97,0.10344827586206896,0.01791044776119403,0.03053435114503817
98,136.4122202618867,63.763296108337336,98,0.10204081632653061,0.014925373134328358,0.026041666666666664
99,140.94518346523222,67.41747153106431,99,0.11627906976744186,0.014925373134328358,0.026455026455026454
