t_total, t_motor, t_cam_1, t_cam2, time_motor,motor_x,motor_y,time_cam,cam_x,cam_y
1.668367121,1.658049426,0.004294861,0.005113311,1751290512602509544,4000,20000,1751290512606780312,131,181
0.806799997,0.796602967,0.004078697,0.005577064,1751290513409518482,6000,16000,1751290513413594031,115,150
1.25331725,1.240911939,0.004332508,0.007567181,1751290514662567421,2000,22000,1751290514666895540,150,196
3.673838556,3.663250365,0.004141289,0.005924187,1751290518340818465,4000,4000,1751290518344897514,133,45
1.212761228,1.1965999,0.003922533,0.008531463,1751290519553502954,6000,10000,1751290519557422969,115,95
0.799953834,0.626919702,0.162934396,0.007775141,1751290520196732667,10000,10000,1751290520359630342,80,97
1.124425926,0.903346802,0.214033139,0.00551812,1751290521273573075,14000,12000,1751290521487604548,45,115
1.79088346,1.772815049,0.004206677,0.009896405,1751290523272158196,4000,10000,1751290523276362077,130,97
1.217302337,1.203652248,0.004268713,0.008437854,1751290524492532505,6000,4000,1751290524496797533,115,45
0.799379034,0.608877221,0.183411884,0.005703672,1751290525115955895,6000,6000,1751290525299361038,115,61
1.070366275,0.856287431,0.20373989,0.009354524,1751290526163944287,6000,2000,1751290526367729362,116,24
1.21679963,1.185905284,0.016207476,0.01267253,1751290527565369226,10000,8000,1751290527581581443,80,76
1.404194845,1.205797688,0.189022354,0.008502131,1751290528801928003,4000,8000,1751290528990986728,133,79
1.09505026,0.877043937,0.208334026,0.008098821,1751290529879285142,8000,6000,1751290530087662704,97,62
1.370689526,1.133352422,0.215852412,0.010959723,1751290531240098095,14000,6000,1751290531456024321,44,62
1.178396408,1.027065869,0.143211514,0.006568048,1751290532496114974,12000,4000,1751290532639312395,62,43
1.315248613,1.117764164,0.184258317,0.011453567,1751290533766230864,8000,4000,1751290533950473737,98,43
1.360250916,1.107159457,0.224774592,0.021804503,1751290535076242597,2000,8000,1751290535301013653,150,79
1.431834353,1.405157794,0.00418201,0.015862334,1751290536735071342,10000,6000,1751290536739250427,83,62
1.60219246,1.447753726,0.144964174,0.007741179,1751290538205321542,2000,4000,1751290538350328437,151,42
1.947007888,1.932772623,0.004600227,0.008320059,1751290540294192226,12000,8000,1751290540298791730,65,80
1.678525166,1.665626453,0.003939811,0.008325818,1751290541973886429,8000,16000,1751290541977822610,98,145
0.761745463,0.741379734,0.004603208,0.00808497,1751290542735748797,8000,12000,1751290542740329395,98,116
1.281342466,1.262590008,0.004629171,0.013244484,1751290544013448429,4000,18000,1751290544018084581,133,162
0.895092872,0.869355854,0.004178307,0.01576752,1751290544902120842,6000,22000,1751290544906294853,116,196
1.801992348,1.689023909,0.101432391,0.010107235,1751290546618334025,14000,16000,1751290546719815211,46,150
1.335953332,1.234546664,0.089184687,0.0112557,1751290547965889997,12000,22000,1751290548055077739,65,201
2.988260314,2.974225711,0.00452158,0.008925383,1751290551041600634,6000,8000,1751290551046241935,115,81
2.095305448,2.082334866,0.004408377,0.007890529,1751290553138750387,10000,18000,1751290553143155580,81,163
0.894693318,0.726612861,0.154558773,0.009290971,1751290553883657378,6000,20000,1751290554038265688,116,182
2.899468057,2.882049098,0.004439007,0.012401961,1751290556939652920,12000,6000,1751290556944098889,62,65
3.365554767,3.352493631,0.003628612,0.008733146,1751290560311434500,10000,22000,1751290560315049075,82,198
1.605173109,1.586644223,0.004195974,0.013480574,1751290561912175380,10000,14000,1751290561916368891,81,133
1.482690354,1.467363048,0.004209158,0.010137329,1751290563398839636,2000,16000,1751290563403043925,147,147
