t_total, t_motor, t_cam_1, t_cam2, time_motor,motor_x,motor_y,time_cam,cam_x,cam_y
0.871688103,0.734686445,0.128780347,0.007674948,1751287270207112899,10000,4000,1751287270335887579,79,43
1.230320213,1.214206846,0.00394589,0.00986788,1751287271563010948,6000,10000,1751287271566953856,115,94
0.865195579,0.801722892,0.044389972,0.01846726,1751287272381829083,4000,6000,1751287272426283239,133,61
1.544059279,1.523270107,0.004334791,0.014393261,1751287273970990676,4000,14000,1751287273975317374,132,128
2.460239482,2.444236482,0.004413568,0.010943273,1751287276436584008,2000,2000,1751287276440994816,149,29
2.001067158,1.984009083,0.004839876,0.010154914,1751287278439540955,12000,8000,1751287278444379850,64,80
2.047026968,2.026885991,0.004485826,0.014709739,1751287280483389264,14000,18000,1751287280487873478,46,165
3.34664035,3.326887718,0.002916163,0.016294827,1751287283831178023,10000,2000,1751287283834091167,79,28
1.030851545,0.86246548,0.156677137,0.009522718,1751287284718328676,6000,6000,1751287284875051849,115,61
1.574317735,1.555134485,0.003940463,0.012608082,1751287286443179985,6000,14000,1751287286447118226,115,129
0.600720148,0.362561229,0.226253048,0.011217602,1751287286823729628,8000,14000,1751287287049981176,98,131
0.853948075,0.634744114,0.204913625,0.010588277,1751287287700219943,6000,12000,1751287287905131883,115,114
