t_total, t_motor, t_cam_1, t_cam2, time_motor,motor_x,motor_y,time_cam,cam_x,cam_y
1.504994061,1.487529355,0.004023922,0.010928247,1751290856581787085,6000,22000,1751290856585809785,116,199
1.267700504,1.096722339,0.159597666,0.010839729,1751290857695579616,2000,22000,1751290857855172023,151,198
1.166651901,1.151844842,0.003885128,0.010330014,1751290859019027133,8000,18000,1751290859022912168,101,165
2.997069806,2.982335616,0.003850165,0.010263442,1751290862016952074,14000,4000,1751290862020799462,44,45
3.235595764,3.214931309,0.004153661,0.015260776,1751290865248415955,14000,20000,1751290865252550209,48,182
3.959704463,3.939868477,0.006227908,0.013002179,1751290869208820685,4000,2000,1751290869215056130,134,26
3.692839888,3.668138695,0.004193494,0.019571008,1751290872899242201,2000,20000,1751290872903432843,151,178
1.760863522,1.742342055,0.004304029,0.011750901,1751290874668509322,8000,12000,1751290874672809240,99,117
0.72614757,0.503354924,0.211254946,0.010971431,1751290875189143047,10000,14000,1751290875400392234,82,131
2.440175825,2.424618665,0.004473267,0.008979664,1751290877838625402,6000,2000,1751290877843220501,116,26
1.680581545,1.664341711,0.004319047,0.01102132,1751290879518042242,10000,10000,1751290879522358346,81,95
