t_total, t_motor, t_cam_1, t_cam2, time_motor,motor_x,motor_y,time_cam,cam_x,cam_y
1.637068832,1.622160531,0.00436719,0.00835346,1751290249479419053,8000,16000,1751290249483784781,99,148
1.219858778,1.209919509,0.004472948,0.004493614,1751290250703788742,6000,10000,1751290250708259004,116,100
1.456667738,1.447783212,0.004410856,0.003913086,1751290252161798737,14000,8000,1751290252166205685,48,82
2.242662606,2.234226554,0.004065325,0.003725459,1751290254406508014,2000,4000,1751290254410566302,149,44
3.079195209,3.068065626,0.006340363,0.004225322,1751290257484344281,12000,18000,1751290257490678441,64,166
0.827363012,0.622888578,0.198187367,0.003826088,1751290258121852777,12000,16000,1751290258320074902,64,151
2.151636772,2.008097873,0.139628701,0.003283059,1751290260333132975,10000,6000,1751290260472785268,80,64
0.75937239,0.49951094,0.242338875,0.016789457,1751290260976626733,8000,4000,1751290261218954497,98,45
1.876011625,1.865046483,0.004117083,0.00616331,1751290263102031066,8000,14000,1751290263106128779,99,131
1.796748091,1.67189908,0.120636336,0.003694275,1751290264785453446,4000,22000,1751290264906085541,134,200
4.028347628,4.014979617,0.004428522,0.008468033,1751290268925943154,6000,2000,1751290268930368640,116,29
3.675568626,3.662621312,0.004108639,0.006692672,1751290272604226404,4000,20000,1751290272608324099,133,181
3.591422955,3.578806728,0.004083139,0.007787285,1751290276200367748,4000,2000,1751290276204447628,134,28
0.809441119,0.62705514,0.17716945,0.00398416,1751290276843178195,8000,2000,1751290277020344367,98,26
3.20207089,3.192134917,0.004208711,0.005037624,1751290280218248730,10000,18000,1751290280222454053,82,165
2.131204474,2.114802288,0.004584131,0.011164565,1751290282343819459,4000,8000,1751290282348406479,133,83
0.832239978,0.642466056,0.184003475,0.005185382,1751290283003080399,4000,10000,1751290283187081245,133,98
1.619375746,1.608163867,0.00387218,0.006734394,1751290284801846971,14000,10000,1751290284805709336,47,100
1.228198665,1.217064191,0.004938608,0.005689188,1751290286030650015,8000,6000,1751290286035577752,96,64
2.50149156,2.490696599,0.003986401,0.006279068,1751290288532977191,6000,18000,1751290288536960017,116,164
1.153724997,1.140522204,0.004351969,0.006054756,1751290289687628265,6000,12000,1751290289692000159,116,118
1.741281677,1.723775803,0.004487966,0.012343047,1751290291424278884,12000,20000,1751290291428827868,65,182
3.892471183,3.880796996,0.004538503,0.006342049,1751290295323484554,2000,2000,1751290295328105722,152,28
3.028895257,3.017850504,0.004365709,0.005099827,1751290298354442611,10000,16000,1751290298358806654,81,148
1.106102701,1.092143439,0.004401134,0.006230329,1751290299460354130,4000,14000,1751290299464752987,131,132
1.640527564,1.628998022,0.004313173,0.00595574,1751290301102651869,6000,6000,1751290301106958672,115,65
0.848990056,0.834951628,0.004191731,0.007965338,1751290301950656682,8000,10000,1751290301954846264,98,96
1.875667481,1.863000106,0.00388418,0.008158576,1751290303827070318,8000,20000,1751290303830955165,99,182
2.571894322,2.560692424,0.004304932,0.006319272,1751290306402638602,2000,8000,1751290306406938293,151,82
1.808158951,1.796371006,0.00413575,0.007059574,1751290308213287735,12000,10000,1751290308217420874,66,99
1.101786448,1.089005629,0.004334969,0.007822692,1751290309314782706,6000,8000,1751290309319115157,113,81
1.255083346,1.174248594,0.067672404,0.01216268,1751290310502648568,12000,12000,1751290310570322916,63,117
1.253369896,1.238075932,0.003902328,0.006901577,1751290311826107626,8000,18000,1751290311829998713,99,165
0.994238808,0.875098765,0.111542181,0.005742817,1751290312714358760,12000,14000,1751290312825907384,64,134
1.23318822,1.221104131,0.004464171,0.007172221,1751290314053849334,14000,20000,1751290314058311431,47,183
3.109428654,3.095471743,0.004361895,0.007963153,1751290317166453698,4000,6000,1751290317170811519,133,65
2.969837196,2.956402554,0.004380061,0.008604717,1751290320136230098,10000,20000,1751290320140608344,82,182
1.585026283,1.57092567,0.004387765,0.009141227,1751290321721164068,2000,16000,1751290321725561258,149,149
1.416113707,1.311586895,0.097694826,0.006061868,1751290323048646270,2000,14000,1751290323146337929,150,132
2.532921603,2.521751445,0.004212471,0.006228977,1751290325677687353,14000,4000,1751290325681895380,47,45
2.219257035,2.205892817,0.004349673,0.008402295,1751290327897509508,6000,14000,1751290327901854052,116,130
1.705085146,1.680546492,0.004153787,0.018582951,1751290329593409761,2000,22000,1751290329597564233,151,198
2.553573046,2.540281642,0.004122362,0.008599977,1751290332157511772,14000,14000,1751290332161617727,48,134
2.424644426,2.261289362,0.153568773,0.00736057,1751290334434452205,4000,4000,1751290334588111698,134,45
1.966614321,1.803756804,0.152506993,0.009728904,1751290336400432721,14000,2000,1751290336552925714,43,26
3.218273496,3.202914328,0.004918775,0.009833291,1751290339767196624,14000,18000,1751290339772116492,47,166
2.447435193,2.429416251,0.004389284,0.013057852,1751290342212376926,12000,6000,1751290342216792561,63,67
0.843173666,0.818803119,0.009591777,0.012040887,1751290343052641767,10000,10000,1751290343062231840,81,98
1.231931097,1.217403602,0.004153676,0.009482463,1751290344293258359,12000,4000,1751290344297408591,62,47
1.005569569,0.991886078,0.004495115,0.008199539,1751290345300607419,6000,4000,1751290345305099053,113,45
1.913547331,1.7722739,0.13182069,0.008768993,1751290347086711307,14000,12000,1751290347218583830,46,117
2.198960086,2.056800261,0.130916741,0.009970197,1751290349286738135,12000,22000,1751290349417690099,65,202
1.640754741,1.621916404,0.004371729,0.013186591,1751290351051437486,10000,14000,1751290351055804844,82,136
1.468782959,1.454083651,0.004410672,0.009100896,1751290352526335424,10000,22000,1751290352530814409,83,198
1.28665598,1.159667454,0.117081199,0.009092822,1751290353700936368,8000,22000,1751290353818061843,100,201
1.217614687,1.12531701,0.076394831,0.015085914,1751290354954456478,2000,18000,1751290355030910030,150,165
2.414147565,2.220906918,0.178246194,0.013610048,1751290357272878084,12000,8000,1751290357451169963,63,82
1.629622002,1.607983987,0.004351155,0.015656998,1751290359074990722,14000,16000,1751290359079340618,47,149
